id	author	documents	total link strength
2646	"shirran, sally l."	1	0	1.00
2647	"shoamanesh, ashkan"	3	33	3.00
2648	"shtyrov, yury"	2	6	2.00
2649	"shuaib, ashfaq"	1	16	1.00
2650	"shuda, masahiro"	1	23	1.00
2651	"shukla, matsyendra nath"	1	3	1.00
2652	"sibson, nicola r."	1	19	1.00
2653	"siclari, francesca"	1	7	1.00
2654	"sideris, dimitrios i."	1	50	1.00
2655	"siebenhuhner, felix"	5	66	5.00
2656	"siebner, hartwig roman"	1	140	1.00
2657	"siemonsen, claus z."	1	6	1.00
2658	"siero, jeroen c. w."	1	86	1.00
2659	"signoroni, alberto"	3	32	3.00
2660	"silberzahn, raphael"	1	11	1.00
2661	"silveira, carolina"	2	9	2.00
2662	"silverdale, monty"	2	8	2.00
2663	"silverdale, monty a."	2	54	2.00
2664	"silverstein, steven m."	1	4	1.00
2665	"sime, mairi"	1	8	1.00
2666	"simister, robert"	1	4	1.00
2667	"simmons, d. r."	2	2	2.00
2668	"simmons, david"	2	27	2.00
2669	"simmons, david e."	1	0	1.00
2670	"simmons, david r."	6	18	5.00
2671	"simmons, w. kyle"	1	12	1.00
2672	"simms, k."	1	14	1.00
2673	"simner, julia"	1	0	1.00
2674	"simola, jaana"	2	14	2.00
2675	"simone, adam j."	1	54	1.00
2676	"simons, daniel j"	1	6	1.00
2677	"simonsen, c. z."	1	3	1.00
2678	"simonsen, claus z."	25	121	25.00
2679	"simpraga, sonja"	1	42	1.00
2680	"simpson, sharon a."	1	1	1.00
2681	"sims, chris"	1	2	1.00
2682	"sinden, john"	2	50	2.00
2683	"singer, jeremy"	1	2	1.00
2684	"singer, neomi"	1	8	1.00
2685	"singer, wolf"	6	127	6.00
2686	"singh, krish d."	1	23	1.00
2687	"siriwardena, niro"	1	2	1.00
2688	"siriwardena, numaya"	1	11	1.00
2689	"sittig, elisabeth"	1	6	1.00
2690	"skene, wendy a."	1	14	1.00
2691	"skrypchuk, lee"	3	8	3.00
2692	"slagter, heleen a."	1	12	1.00
2693	"smaal, j. a."	1	10	1.00
2694	"smees, rebecca"	1	0	1.00
2695	"smejka, tom"	1	0	1.00
2696	"smith, aaron m."	1	54	1.00
2697	"smith, blair h."	1	51	1.00
2698	"smith, c. h."	1	2	1.00
2699	"smith, callum ."	1	66	1.00
2700	"smith, callum r."	2	14	2.00
2701	"smith, christina h"	1	14	1.00
2702	"smith, colin"	1	50	1.00
2703	"smith, daniel j."	3	87	3.00
2704	"smith, douglas w."	1	0	1.00
2705	"smith, eric e."	3	24	3.00
2706	"smith, ewan st john"	1	30	1.00
2707	"smith, kelly m."	4	26	4.00
2708	"smith, rebecca a."	1	0	1.00
2709	"snodgrass, sam"	1	3	1.00
2710	"snoek, lukas"	1	0	1.00
2711	"snowden, julie"	1	0	1.00
2712	"soares, pedro"	1	21	1.00
2713	"soares-da-silva, patricio"	2	43	2.00
2714	"sobieraj, sabrina"	1	6	1.00
2715	"soda, teresa"	1	0	1.00
2716	"soehner, anika"	1	3	1.00
2717	"soekadar, surjo r."	1	140	1.00
2718	"soinne, lauri"	2	16	2.00
2719	"sokoliuk, rodika"	3	34	3.00
2720	"sokolov, arseny a."	1	12	1.00
2721	"solinski, hans jurgen"	2	130	2.00
2722	"somer, ed"	2	25	2.00
2723	"sosnowska, anna"	1	1	1.00
2724	"soto, juan l. p."	1	8	1.00
2725	"spaeth, elliott"	1	0	1.00
2726	"speck, oliver"	1	6	1.00
2727	"spiers, hugo j."	1	9	1.00
2728	"spieser, laure"	2	107	2.00
2729	"spires-jones, tara l."	1	50	1.00
2730	"spitzer, bernhard"	1	3	1.00
2731	"spratt, neil"	1	38	1.00
2732	"sprengers, jan"	1	42	1.00
2733	"sprigg, nikola"	4	62	4.00
2734	"srikanth, velandai"	2	9	2.00
2735	"sseruma, w."	1	9	1.00
2736	"staals, julie"	1	0	1.00
2737	"stafford, holly e."	1	10	1.00
2738	"stagg, charlotte j."	1	4	1.00
2739	"staines, lorna"	1	2	1.00
2740	"stanfieid, andrew c."	1	25	1.00
2741	"stanfield, andrew"	1	7	1.00
2742	"staresina, bernhard"	4	76	4.00
2743	"staresina, bernhard p."	5	93	5.00
2744	"stauch, benjamin j."	1	1	1.00
2745	"stauch, benjamin johannes"	2	8	2.00
2746	"staudigl, tobias"	4	26	4.00
2747	"stebbin, glenn t."	1	22	1.00
2748	"stebbins, glenn t."	1	3	1.00
2749	"steele, j. douglas"	1	11	1.00
2750	"steell, lewis"	1	26	1.00
2751	"stefanov, kristian"	2	18	2.00
2752	"steiner, thorsten"	1	0	1.00
2753	"steingraeber, nadine"	1	4	1.00
2754	"steinzeig, anna"	1	6	1.00
2755	"stephenson, diane"	2	25	2.00
2756	"stephenson, laura"	2	21	2.00
2757	"steponenaite, aiste"	1	4	1.00
2758	"stern, julia"	2	9	2.00
2759	"sterzer, philipp"	2	273	2.00
2760	"stevens, catherine j."	1	7	1.00
2761	"stevenson, anna"	1	11	1.00
2762	"stevenson, judith l."	2	16	2.00
2763	"stirland, lucy"	1	0	1.00
2764	"stjerna, susanna"	3	34	3.00
2765	"stoet, gijsbert"	5	19	5.00
2766	"strand, julia"	1	11	1.00
2767	"strathdee, karen"	1	8	1.00
2768	"strawbridge, rona j."	1	29	1.00
2769	"strbian, d."	1	1	1.00
2770	"stroemer, paul"	1	46	1.00
2771	"strueber, daniel"	1	11	1.00
2772	"struthers, allan"	1	18	1.00
2773	"stuber, carsten"	1	141	1.00
2774	"sudlow, cathie l. m."	1	14	1.00
2775	"suessmilch, maria"	2	5	2.00
2776	"sullivan, sarah a."	1	35	1.00
2777	"sultana, janet"	1	0	1.00
2778	"sumanapala, dilini k."	3	16	3.00
2779	"sumeracki, megan a."	1	6	1.00
2780	"summerfield, christopher"	2	13	2.00
2781	"sun, yifan"	3	13	3.00
2782	"sundin, lovisa"	1	2	1.00
2783	"suni, antti"	1	1	1.00
2784	"sutherland, margaret"	1	3	1.00
2785	"svanera, michele"	8	57	8.00
2786	"swallow, diane m. a."	3	124	3.00
2787	"swingler, robert"	4	72	4.00
2788	"swinnen, stephan p."	2	5	2.00
2789	"syngelaki, argyro"	1	1	1.00
2790	"szymanek, larissa"	2	27	2.00
2791	"ta, joseph"	1	0	1.00
2792	"tae, han-shen"	1	20	1.00
2793	"tagliabue, chiara f."	3	158	3.00
2794	"tagliabue, michele"	1	0	1.00
2795	"taira, tomi"	1	6	1.00
2796	"takacs, adam"	1	11	1.00
2797	"talsma, durk"	1	1	1.00
2798	"tamnes, christian k."	1	31	1.00
2799	"tan, manuela"	3	68	3.00
2800	"tan, manuela m. x."	3	52	3.00
2801	"tan, yi tong"	1	6	1.00
2802	"tan, yongxuan"	1	1	1.00
2803	"tanaka, koji"	1	0	1.00
2804	"tanner, k. elizabeth"	1	6	1.00
2805	"tatlisumak, turgut"	1	16	1.00
2806	"tay, kai rong"	1	9	1.00
2807	"taylor, jack e."	3	4	3.00
2808	"taylor, john-paul"	1	0	1.00
2809	"taylor, paul c."	1	0	1.00
2810	"taylor, rebecca"	1	37	1.00
2811	"te pas, susan f."	1	22	1.00
2812	"tench, christopher"	1	3	1.00
2813	"tenison, caitlin"	1	16	1.00
2814	"teo, mario"	1	13	1.00
2815	"ter wal, marije"	1	6	1.00
2816	"terry, louise"	1	0	1.00
2817	"tervonen, osmo"	1	11	1.00
2818	"thaler, avner"	1	8	1.00
2819	thanh phan	1	1	1.00
2820	"the, david j. werring"	1	14	1.00
2821	"themistocleous, andreas c."	1	85	1.00
2822	thien thanh dang-vu	1	8	1.00
2823	"thijs, v."	1	3	1.00
2824	"thijs, vincent"	25	133	25.00
2825	"thomalla, g."	1	3	1.00
2826	"thomalla, goetz"	18	109	18.00
2827	"thomalla, gotz"	10	32	10.00
2828	"thompson, dominic"	1	3	1.00
2829	"thompson, rhiannon"	1	8	1.00
2830	"thomson, d. m."	1	10	1.00
2831	"thomson, david m."	5	36	5.00
2832	"thorley, l."	1	9	1.00
2833	"thorsell, malin"	1	1	1.00
2834	"thul, rudiger"	1	2	1.00
2835	"thune, hanna"	1	13	1.00
2836	"thut, g."	1	20	1.00
2837	"thut, gregor"	37	1041	37.00
2838	"ticini, luca f."	1	3	1.00
2839	"tidoni, emmanuele"	1	1	1.00
2840	"tiedt, steffen"	1	0	1.00
2841	"tierney, warren"	1	11	1.00
2842	"tilling, elliot j."	1	4	1.00
2843	"timmerman, rosanne h."	1	0	1.00
2844	"titone, simon"	1	14	1.00
2845	"tobias, edward s."	1	4	1.00
2846	"tobin, andrew b."	1	2	1.00
2847	"todd, andrew j."	21	508	20.00
2848	"todorova, greta k."	2	5	2.00
2849	"todorova, greta krasimirova"	5	30	5.00
2850	"toft, andrew"	1	31	1.00
2851	"toivo, wilhelmiina"	3	18	3.00
2852	"tokariev, anton"	3	34	3.00
2853	"tolhuisen, manon l."	2	4	2.00
2854	"tomasello, rosario"	1	0	1.00
2855	"tombini, mario"	2	72	2.00
2856	"tome, maria"	2	25	2.00
2857	"toni, danilo"	1	16	1.00
2858	"toni, danilo s."	1	2	1.00
2859	"torous, john"	1	10	1.00
2860	"torrance, jaimie"	2	8	2.00
2861	"torrance, jaimie s."	3	11	3.00
2862	"toselli, b."	1	20	1.00
2863	"touyz, rhian m"	1	3	1.00
2864	"touyz, rhian m."	2	36	2.00
2865	"townsend, e."	1	62	1.00
2866	"townsend, ellen"	1	17	1.00
2867	"tracey, irene"	1	85	1.00
2868	"trajkovic, jelena"	3	8	3.00
2869	"tran, matthew m."	1	1	1.00
2870	"tran, may"	1	3	1.00
2871	"tranter, michael m."	1	30	1.00
2872	"treder, matthias s."	2	57	2.00
2873	"tremblay, sara"	1	133	1.00
2874	"treurniet, kilian m."	1	3	1.00
2875	"triantafillou, peter"	1	6	1.00
2876	"trubina, elisabeth"	1	6	1.00
2877	"tseng, pang-yen"	2	130	2.00
2878	"tsivgoulis, georgios"	2	16	2.00
2879	"tu, tao"	1	5	1.00
2880	"tucker, carl"	1	16	1.00
2881	"tunnage, bronwyn"	1	2	1.00
2882	"tuomainen, jyrki"	2	198	2.00
2883	"turnbull, jeremy e."	1	12	1.00
2884	"turnbull, kirsten"	1	36	1.00
2885	"turner, carole"	1	13	1.00
2886	"turner, christopher"	1	15	1.00
2887	"turner, jim"	1	0	1.00
2888	"tybur, joshua m."	5	54	5.00
2889	"tyrrell, pippa"	1	46	1.00
2890	"tzioras, makis"	1	50	1.00
2891	"uchiyama, shinichiro"	1	15	1.00
2892	"uckan, aysel"	1	4	1.00
2893	"ugurbil, kamil"	2	11	2.00
2894	"uhlhaas, peter"	5	304	5.00
2895	"uhlhaas, peter j."	40	435	40.00
2896	"uhlhaasa, peter j."	1	0	1.00
2897	"uhlmann, eric l."	1	11	1.00
2898	"uludag, kamil"	2	19	2.00
2899	"ulven, elisabeth rexen"	1	2	1.00
2900	"ulven, trond"	1	2	1.00
2901	"umemori, juzoh"	1	6	1.00
2902	"urai, anne e"	1	2	1.00
2903	"urai, anne e."	1	4	1.00
2904	"urgesi, cosimo"	1	3	1.00
2905	"uttley, lesley"	1	3	1.00
2906	"uusitalo, hannu"	2	9	2.00
2907	"uzdavines, alex"	1	9	1.00
2908	"vacek, adam"	1	0	1.00
2909	"valdes-sosa, pedro antonio"	1	84	1.00
2910	"valencia, gabriela n."	1	0	1.00
2911	"valente, giancarlo"	3	20	3.00
2912	"valero-cabre, antoni"	1	140	1.00
2913	"valimaki, maritta"	1	2	1.00
2914	"valiotis, g."	1	9	1.00
2915	"vallatos, a."	3	17	3.00
2916	"vallatos, a. v."	1	9	1.00
2917	"vallatos, antoine"	5	19	5.00
2918	"valles, astrid"	1	19	1.00
2919	"vamvakas, spiros"	2	25	2.00
2920	"van agtmael, tom"	1	13	1.00
2921	"van bree, sander"	2	1	2.00
2922	"van den heuvel, martijn p."	1	2	1.00
2923	"van den hurk, job"	1	10	1.00
2924	"van der ham, i. j. m."	1	18	1.00
2925	"van der hoeven, erik"	1	1	1.00
2926	"van der lugt, a."	1	10	1.00
2927	"van der lugt, aad"	8	300	8.00
2928	"van der maden, willem"	1	1	1.00
2929	"van der plas, mircea"	5	61	5.00
2930	"van der stigchel, stefan"	4	18	4.00
2931	"van der werf, olof jens"	1	4	1.00
2932	"van der worp, h. b."	1	1	1.00
2933	"van der zwaag, wietske"	3	105	3.00
2934	"van dijk, jelle a."	6	53	6.00
2935	"van doesum, tessa"	2	19	2.00
2936	"van genderen, maria"	1	13	1.00
2937	"van genderen, mies"	1	15	1.00
2938	"van kralingen, josie c."	1	8	1.00
2939	"van leeuwen, tessa m."	1	2	1.00
2940	"van ly, john"	1	8	1.00
2941	"van oostenbrugge, r. j."	1	10	1.00
2942	"van oostenbrugge, robert"	1	1	1.00
2943	"van oostenbrugge, robert j."	3	86	3.00
2944	"van paridon, jeroen"	5	30	5.00
2945	"van rijsbergen, nicola"	3	65	3.00
2946	"van rijsbergen, nicola j."	2	5	2.00
2947	"van samson-himmelstjerna, federico"	1	10	1.00
2948	"van zalk, nejra"	1	1	1.00
2949	"van zwam, w. h."	1	10	1.00
2950	"van zwam, wim"	3	48	3.00
2951	"van zwam, wim h."	2	43	2.00
2952	"vander ghinst, marc"	1	8	1.00
2953	"vanderstichele, hugo"	1	54	1.00
2954	"vanhatalo, sampsa"	4	37	4.00
2955	"vansteensel, mariska j."	2	3	2.00
2956	"varela, francisco macia"	1	0	1.00
2957	"vasan, richa"	1	8	1.00
2958	"vazire, simine"	2	84	2.00
2959	"veenstra, david l."	1	26	1.00
2960	"velasquez, tomoko"	1	25	1.00
2961	"veldman, menno p."	2	5	2.00
2962	"veltkamp, roland"	2	31	2.00
2963	"veltkamp, roland c."	1	2	1.00
2964	"veniero, domenica"	11	255	11.00
2965	"verdonck, stijn"	1	1	1.00
2966	"vergnolle, nathalie"	1	30	1.00
2967	"verhaagen, joost"	1	12	1.00
2968	"verhagen, lennart"	1	4	1.00
2969	"versluis, maarten"	1	2	1.00
2970	"versluis, maarten j."	1	17	1.00
2971	"vetchinnikova, svetlana"	1	1	1.00
2972	"vetter, petra"	2	31	2.00
2973	"vicary, staci"	1	7	1.00
2974	"vigliocco, gabriella"	1	12	1.00
2975	"vijiaratnam, nirosen"	3	7	3.00
2976	"villringer, kersten"	1	1	1.00
2977	"virdi, gurvir"	1	4	1.00
2978	"vizioli, luca"	2	11	2.00
2979	"voelkel, laura"	1	0	1.00
2980	"voges, juergen"	1	1	1.00
2981	"vogt, stefan"	2	12	2.00
2982	"voigt, mathias b."	1	6	1.00
2983	"vollstedt, eva-juliane"	1	21	1.00
2984	"von arnim, christine a. f."	1	50	1.00
2985	"von below, rhoda"	1	0	1.00
2986	"von kummer, rudiger"	1	0	1.00
2987	"vosko, milan r."	2	16	2.00
2988	"voss, martin"	2	273	2.00
2989	"vuckovic, aleksandra"	3	13	3.00
2990	"vynckier, jan"	2	9	2.00
2991	"wacongne, catherine"	1	9	1.00
2992	"wagstyl, konrad"	1	10	1.00
2993	"waite, felicity"	1	23	1.00
2994	"walbrin, jon"	1	2	1.00
2995	"wald, michael j."	1	9	1.00
2996	"waldhauser, gerd t."	1	18	1.00
2997	"waleszczyk, wioletta"	1	29	1.00
2998	"walhovd, kristine b."	1	31	1.00
2999	"wallace, amelia m."	1	52	1.00
3000	"walsh, jonathan r."	1	54	1.00
3001	"walters, matthew"	3	25	3.00
3002	"walton, mark e."	1	2	1.00
3003	"wandell, brian a."	1	18	1.00
3004	"wang, danying"	3	34	3.00
3005	"wang, hongyi"	13	302	13.00
3006	"wang, liyuan"	2	15	2.00
3007	"wang, qi"	2	2	2.00
3008	"wang, s. h."	1	20	1.00
3009	"wang, sheng h."	6	206	6.00
3010	"wang, shuo"	1	0	1.00
3011	"wang, tao"	1	15	1.00
3012	"ward, christopher"	1	15	1.00
3013	"ward, j."	1	13	1.00
3014	"ward, joey"	4	113	4.00
3015	"ward, nick"	1	46	1.00
3016	"wardlaw, j. m."	1	1	1.00
3017	"wardlaw, joanna"	4	212	4.00
3018	"wardlaw, joanna m."	2	2	2.00
3019	"warner, jon"	4	77	4.00
3020	"warner, tom t."	1	8	1.00
3021	"warwick, charles"	2	6	2.00
3022	"wassermann, eric m."	1	165	1.00
3023	"watanabe, masahiko"	14	379	14.00
3024	"watson, hannah"	1	0	1.00
3025	"watson-fargie, t."	1	1	1.00
3026	"watt, jane"	2	32	2.00
3027	"webb, andrew"	1	5	1.00
3028	"webber, caleb"	2	5	2.00
3029	"weber, kirsten"	1	3	1.00
3030	"wei, tina"	1	31	1.00
3031	"weighall, a. r."	1	27	1.00
3032	"weil, rimona s."	1	64	1.00
3033	"weimar, christian"	1	2	1.00
3034	"weiner, michael"	1	54	1.00
3035	"weinstein, netta"	1	73	1.00
3036	"weir, christopher j."	1	0	1.00
3037	"weir, greg a"	1	3	1.00
3038	"weir, greg a."	7	238	7.00
3039	"weiske, johanna"	1	0	1.00
3040	"weiskopf, n."	1	0	1.00
3041	"weiss, alexander r."	1	12	1.00
3042	"welling, lisa l. m."	1	2	1.00
3043	"wellings, don a."	1	3	1.00
3044	"welsh, david j."	1	4	1.00
3045	"welsh, heather"	1	7	1.00
3046	"wens, vincent"	1	8	1.00
3047	"wenzel, julian"	1	0	1.00
3048	"wernick, anna"	1	4	1.00
3049	"werring, d. j."	1	3	1.00
3050	"werring, david"	1	0	1.00
3051	"werring, david j."	16	124	16.00
3052	"west, steven j."	2	47	2.00
3053	"west, temple"	1	52	1.00
3054	"westner, britta u."	1	11	1.00
3055	"wheatley, keith"	1	14	1.00
3056	"wheatley, thalia"	1	26	1.00
3057	"white, casey b."	1	52	1.00
3058	"white, j."	1	1	1.00
3059	"white, p."	1	10	1.00
3060	"white, phil"	8	140	8.00
3061	"white, phil m"	1	0	1.00
3062	"white, philip"	16	537	16.00
3063	"white, philip m"	1	0	1.00
3064	"white, philip m."	1	14	1.00
3065	"white, phill"	1	1	1.00
3066	"white, stuart"	2	3	2.00
3067	"whiteley, william n."	1	14	1.00
3068	"whittington, miles a."	1	12	1.00
3069	"wiberg, akira"	2	22	2.00
3070	"wibral, michael"	6	127	6.00
3071	"wieczorek, larissa l."	1	0	1.00
3072	"wilcox, rand r"	1	48	1.00
3073	"wilcox, rand r."	3	114	3.00
3074	"wildner, hendrik"	3	141	3.00
3075	"wilenius, juha"	1	3	1.00
3076	"wilkins, a. j."	1	2	1.00
3077	"wilkinson, james d."	1	14	1.00
3078	"willen, rebecca m."	1	11	1.00
3079	"williams, carol"	1	14	1.00
3080	"williams, elfin h."	2	26	2.00
3081	"williams, elin h."	1	2	1.00
3082	"williams, guy b."	1	10	1.00
3083	"williams, jonathan a."	2	6	2.00
3084	"williams, nigel"	5	132	5.00
3085	"williams, nigel m."	6	96	6.00
3086	"williams, nigel w."	1	64	1.00
3087	"williams, nitin"	2	5	2.00
3088	"williams, sydney n."	1	2	1.00
3089	"williamson, catherine"	1	1	1.00
3090	"williamson, julie"	1	15	1.00
3091	"willis, ashleigh"	5	26	5.00
3092	"willmot, mark"	1	46	1.00
3093	"wilson, d."	1	3	1.00
3094	"wilson, duncan"	17	124	17.00
3095	"wilson, jonathan j."	1	23	1.00
3096	"wilson, kathryn s."	1	4	1.00
3097	"wilson, megan j."	1	11	1.00
3098	"wilson, michael l."	1	151	1.00
3099	"wilson, nicholas c."	1	3	1.00
3100	"wilson, ross"	1	18	1.00
3101	"wilson-mendenhall, christine d."	2	23	2.00
3102	"wimber, m."	1	17	1.00
3103	"wimber, maria"	14	363	14.00
3104	"wincenciak, joanna"	2	18	2.00
3105	"windmill, james f. c."	2	6	2.00
3106	"windsor, katherine"	2	22	2.00
3107	"winkel, frederike"	1	6	1.00
3108	"winkler, anderson"	1	4	1.00
3109	"winkler, anderson m."	1	19	1.00
3110	"wintle, yolanda m."	1	0	1.00
3111	"wise, richard g."	2	26	2.00
3112	"witt, jessica k."	1	11	1.00
3113	"woestmann, malte"	1	12	1.00
3114	"wolfson, rachel l."	1	58	1.00
3115	"wolfsthurn, sarah von grebmer zu"	1	130	1.00
3116	"wolton, a."	1	9	1.00
3117	"wong, andrew"	3	0	3.00
3118	"wong, michael"	2	4	2.00
3119	"wong, ting"	1	0	1.00
3120	"wood, fred"	1	54	1.00
3121	"wood, nicholas"	5	62	5.00
3122	"wood, nicholas w."	3	165	3.00
3123	"wood, stephen j."	1	7	1.00
3124	"woodhouse, lisa j."	1	2	1.00
3125	"woods, heather cleland"	6	190	6.00
3126	"woodside, john"	2	10	2.00
3127	"woodward, rosemary"	1	4	1.00
3128	"woolhouse, maxine"	1	11	1.00
3129	"woolley, r."	1	2	1.00
3130	"woolley, rebecca"	1	14	1.00
3131	"work, l. m."	1	9	1.00
3132	"work, lorraine m."	2	22	2.00
3133	"wouters, a."	1	3	1.00
3134	"wouters, anke"	14	58	14.00
3135	"wright, k. t."	1	34	1.00
3136	"wright, karina t."	1	0	1.00
3137	"wright, margaret c."	1	6	1.00
3138	"wu, olivia"	1	8	1.00
3139	"wu, yukyee"	2	47	2.00
3140	"wyeth, daniel"	1	12	1.00
3141	"wykowska, agnieszka"	2	37	2.00
3142	"wyse, c. a."	2	23	2.00
3143	"wyse, cathy"	1	1	1.00
3144	"wyse, cathy a."	3	87	3.00
3145	"wyse, richard k. h."	1	3	1.00
3146	"xie, zhiyong"	2	25	2.00
3147	"xing, yue"	1	3	1.00
3148	"xu, qingbo"	1	15	1.00
3149	"xu, tian"	2	7	2.00
3150	"xu, yaping"	1	26	1.00
3151	"yacoub, essa"	2	11	2.00
3152	"yacoub, michel daoud"	1	0	1.00
3153	"yakupov, renat"	1	6	1.00
3154	"yan, bernard"	1	0	1.00
3155	"yan, yuening"	1	2	1.00
3156	"yang, min"	1	2	1.00
3157	"yao, bo"	5	101	5.00
3158	"yarkoni, tal"	1	11	1.00
3159	"yasaka, toshiharu"	1	43	1.00
3160	"yassi, nawaf"	3	54	3.00
3161	"yee, benjamin"	1	2	1.00
3162	"yi, fei"	1	3	1.00
3163	"yip, ping k."	1	15	1.00
3164	"yip, siu hung"	1	2	1.00
3165	"yogendrakumar, vignan"	1	7	1.00
3166	"yoon, byung-woo"	1	2	1.00
3167	"yousry, t."	1	3	1.00
3168	"yousry, tarek"	10	66	10.00
3169	"yousry, tarek a"	1	0	1.00
3170	"yousry, tarek a."	6	58	6.00
3171	"yrjola, pauliina"	1	3	1.00
3172	"yu, kin-sun dan"	1	2	1.00
3173	"zaehle, tino"	1	1	1.00
3174	"zakari, hanan makki"	1	3	1.00
3175	"zaldivar, daniel"	3	25	3.00
3176	"zamfir, dan"	1	5	1.00
3177	"zeev-wolf, maor"	1	9	1.00
3178	"zeidman, peter"	1	12	1.00
3179	"zeilhofer, hanns ulrich"	2	130	2.00
3180	"zentall, thomas r."	1	11	1.00
3181	"zetterberg, henrik"	2	3	2.00
3182	"zettler, ingo"	1	5	1.00
3183	"zhan, jiayu"	8	70	8.00
3184	"zhang, dawei"	1	58	1.00
3185	"zhang, guang"	1	3	1.00
3186	"zhang, hanna"	1	0	1.00
3187	"zhang, jun"	1	1	1.00
3188	"zhang, lingshan"	4	26	4.00
3189	"zhang, ningyu"	1	5	1.00
3190	"zhang, qi"	1	0	1.00
3191	"zhang, weiqing"	2	47	2.00
3192	"zhang, wenjun"	1	15	1.00
3193	"zhang, x."	1	10	1.00
3194	"zhao, ping"	1	2	1.00
3195	"zhigalov, a."	1	20	1.00
3196	"zhigalov, alexander"	3	170	3.00
3197	"zhuan, xin"	1	5	1.00
3198	"ziai, wendy c."	2	29	2.00
3199	"zich, catharina"	1	0	1.00
3200	"ziemann, ulf"	3	438	3.00
3201	"zikidi, katia"	1	6	1.00
3202	"zimmerman, amanda l."	1	43	1.00
3203	"zioga, polina"	2	17	2.00
3204	"zoetmulder, riaan"	1	1	1.00
3205	"zomorrodi, reza"	1	133	1.00
3206	"zu wolfsthurn, sarah von grebmer"	1	68	1.00
3207	"zuiderbaan, wietske"	1	18	1.00
